cell_id,prompt,answer,output70
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is CX-5461. The drug SMILES structure is CC1=CN=C(C=N1)CNC(=O)C2=C3N(C4=CC=CC=C4S3)C5=C(C2=O)C=CC(=N5)N6CCCN(CC6)C. Drug target is RNA Polymerase 1. Drug target pathway is Other.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is CAY10566. The drug SMILES structure is CC1=NN=C(O1)C2=NN=C(C=C2)N3CCC(CC3)OC4=C(C=CC(=C4)F)Cl. Drug target is Stearoyl-CoA desaturase. Drug target pathway is Other.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is NPK76-II-72-1. The drug SMILES structure is CC1CC(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C. Drug target is PLK3. Drug target pathway is Cell cycle.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is PYRIDOSTATIN. The drug SMILES structure is C1=CC=C2C(=C1)C(=CC(=N2)NC(=O)C3=CC(=CC(=N3)C(=O)NC4=NC5=CC=CC=C5C(=C4)OCCN)OCCN)OCCN. Drug target is G-quadruplex stabiliser. Drug target pathway is DNA replication.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is FR-180204. The drug SMILES structure is C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N. Drug target is ERK1, ERK2. Drug target pathway is ERK MAPK signaling.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is BVD-523. The drug SMILES structure is CC(C)NC1=NC=C(C(=C1)C2=CNC(=C2)C(=O)N[C@H](CO)C3=CC(=CC=C3)Cl)Cl. Drug target is ERK1, ERK2. Drug target pathway is ERK MAPK signaling.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is CETUXIMAB. The drug SMILES structure is CC1(C(=C)N(C2=CC=CC=C21)CCCCCC(=O)O)C. Drug target is EGFR. Drug target pathway is EGFR signaling.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is KOBE2602. The drug SMILES structure is C1=CC(=CC=C1NC(=S)NNC2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])F. Drug target is RAS effector. Drug target pathway is RTK signaling.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is JNJ-38877605. The drug SMILES structure is CN1C=C(C=N1)C2=NN3C(=NN=C3C(C4=CC5=C(C=C4)N=CC=C5)(F)F)C=C2. Drug target is Unknown. Drug target pathway is Unknown.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is PFI-3. The drug SMILES structure is C1C2CN(C1CN2C3=CC=CC=N3)C=CC(=O)C4=CC=CC=C4O. Drug target is PB1, SMARCA4, SMARCA2. Drug target pathway is Chromatin other.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is AZD3759. The drug SMILES structure is C[C@@H]1CN(CCN1C(=O)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC)C. Drug target is EGFR. Drug target pathway is EGFR signaling.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is BAY-61-3606. The drug SMILES structure is COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC. Drug target is SYK. Drug target pathway is Other, kinases.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is C-75. The drug SMILES structure is CCCCCCCCC1C(C(=C)C(=O)O1)C(=O)O. Drug target is FAS. Drug target pathway is Apoptosis regulation.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is YM-201636. The drug SMILES structure is C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N. Drug target is PIKFYVE. Drug target pathway is PI3K/MTOR signaling.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is ALVOCIDIB. The drug SMILES structure is CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O. Drug target is Unknown. Drug target pathway is Unknown.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is PANOBINOSTAT. The drug SMILES structure is CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO. Drug target is HDAC. Drug target pathway is Chromatin histone acetylation.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is VNLG/124. The drug SMILES structure is CCCC(=O)OCC1=CC=C(C=C1)OC(=O)C=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C. Drug target is HDAC,RAR. Drug target pathway is Chromatin histone acetylation.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is GSK2606414. The drug SMILES structure is CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F. Drug target is PERK. Drug target pathway is Metabolism.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is PALBOCICLIB. The drug SMILES structure is CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C. Drug target is CDK4, CDK6. Drug target pathway is Cell cycle.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is AGI-5198. The drug SMILES structure is CC1=CC=CC=C1C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CN4C=CN=C4C. Drug target is IDH1 (R132H). Drug target pathway is Metabolism.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is T-0901317. The drug SMILES structure is C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O. Drug target is Unknown. Drug target pathway is Unknown.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is BRYOSTATIN-1. The drug SMILES structure is CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(OC(=O)CC(CC3CC(C(C(O3)(CC4CC(=CC(=O)OC)CC(O4)C=CC(C1(O2)O)(C)C)O)(C)C)OC(=O)C)O)C(C)O. Drug target is Unknown. Drug target pathway is Unknown.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is WYE-125132. The drug SMILES structure is CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCC5(CC4)OCCO5)C(=N2)N6CC7CCC(C6)O7. Drug target is mTOR. Drug target pathway is PI3K/MTOR signaling.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000067,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is BIX02189. The drug SMILES structure is CN(C)CC1=CC(=CC=C1)N=C(C2=CC=CC=C2)C3=C(NC4=C3C=CC(=C4)C(=O)N(C)C)O. Drug target is MEK5, ERK5. Drug target pathway is ERK MAPK signaling.
The mutations of the cell line are ARAF, BTK, DOT1L, EGFR, ETV5, FLT1, MTOR, NPM1, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is WIKI4. The drug SMILES structure is COC1=CC=C(C=C1)N2C(=NN=C2SCCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)C6=CC=NC=C6. Drug target is TNKS1, TNKS2. Drug target pathway is WNT signaling.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is ZG-10. The drug SMILES structure is O=C(C1=CC=C(NC(C=CCN(C)C)=O)C=C1)NC2=CC(NC3=NC(C4=CC=CN=C4)=CC=N3)=CC=C2. Drug target is JNK1. Drug target pathway is JNK and p38 signaling.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is PAZOPANIB. The drug SMILES structure is CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N. Drug target is CSF1R, KIT,  PDGFRA, PDGFRB. Drug target pathway is RTK signaling.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is BUPARLISIB. The drug SMILES structure is C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4. Drug target is PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma. Drug target pathway is PI3K/MTOR signaling.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is ALPELISIB. The drug SMILES structure is CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F. Drug target is PI3Kalpha. Drug target pathway is PI3K/MTOR signaling.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is CAY10566. The drug SMILES structure is CC1=NN=C(O1)C2=NN=C(C=C2)N3CCC(CC3)OC4=C(C=CC(=C4)F)Cl. Drug target is Stearoyl-CoA desaturase. Drug target pathway is Other.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is LDN-193189. The drug SMILES structure is C1CN(CCN1)C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3. Drug target is BMP. Drug target pathway is Other.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is JQ1-(+). The drug SMILES structure is CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C. Drug target is Unknown. Drug target pathway is Unknown.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is EPZ-5676. The drug SMILES structure is CC(C)N(C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)C4CC(C4)CCC5=NC6=C(N5)C=C(C=C6)C(C)(C)C. Drug target is DOT1L. Drug target pathway is Chromatin histone methylation.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is VINCRISTINE. The drug SMILES structure is CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O. Drug target is Unknown. Drug target pathway is Unknown.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is CETUXIMAB. The drug SMILES structure is CC1(C(=C)N(C2=CC=CC=C21)CCCCCC(=O)O)C. Drug target is EGFR. Drug target pathway is EGFR signaling.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is EHT-1864. The drug SMILES structure is C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl. Drug target is RAC1, RAC2, RAC3. Drug target pathway is Cytoskeleton.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is JNJ-38877605. The drug SMILES structure is CN1C=C(C=N1)C2=NN3C(=NN=C3C(C4=CC5=C(C=C4)N=CC=C5)(F)F)C=C2. Drug target is Unknown. Drug target pathway is Unknown.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is QL-XII-47. The drug SMILES structure is CN1C=C(C=N1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC6=C(CCN6C(=O)C=C)C=C5. Drug target is BTK, BMX. Drug target pathway is Other, kinases.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is AZ960. The drug SMILES structure is CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F. Drug target is JAK2, JAK3. Drug target pathway is Other, kinases.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is FH-535. The drug SMILES structure is CC1=C(C=CC(=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl. Drug target is Unknown. Drug target pathway is Unknown.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is WEHI-539. The drug SMILES structure is C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)C(=NNC5=NC6=CC=CC=C6S5)C1.Cl. Drug target is BCL-XL. Drug target pathway is Apoptosis regulation.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is YM-201636. The drug SMILES structure is C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N. Drug target is PIKFYVE. Drug target pathway is PI3K/MTOR signaling.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is SHIKONIN. The drug SMILES structure is CC(=CC[C@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C. Drug target is not defined. Drug target pathway is Other.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is ARA-G. The drug SMILES structure is C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N. Drug target is Anti-metabolite. Drug target pathway is Other.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is CZC24832. The drug SMILES structure is CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CN3C(=NC(=N3)N)C(=C2)F. Drug target is PI3Kgamma. Drug target pathway is PI3K/MTOR signaling.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is VENETOCLAX. The drug SMILES structure is CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C. Drug target is BCL2. Drug target pathway is Apoptosis regulation.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is ALISERTIB. The drug SMILES structure is COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC. Drug target is AURKA. Drug target pathway is Mitosis.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Resistant,
ACH-000078,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is WYE-125132. The drug SMILES structure is CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCC5(CC4)OCCO5)C(=N2)N6CC7CCC(C6)O7. Drug target is mTOR. Drug target pathway is PI3K/MTOR signaling.
The mutations of the cell line are ARID1A, CARD11, CDKN2C, JAK1.
Drug Sensitivity: ?",Sensitive,
ACH-000105,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is CUDC-101. The drug SMILES structure is COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO. Drug target is HDAC1-10, EGFR, ERBB2. Drug target pathway is Other.
The mutations of the cell line are ERBB4, GNAS, NOTCH1, SDHA, SPEN, WT1.
Drug Sensitivity: ?",Resistant,
ACH-000105,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is IMATINIB. The drug SMILES structure is CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5. Drug target is ABL, KIT, PDGFR. Drug target pathway is Other, kinases.
The mutations of the cell line are ERBB4, GNAS, NOTCH1, SDHA, SPEN, WT1.
Drug Sensitivity: ?",Sensitive,
ACH-000105,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is FTI-277. The drug SMILES structure is COC(=O)[C@H](CCSC)NC(=O)C1=C(C=C(C=C1)NC[C@H](CS)N)C2=CC=CC=C2. Drug target is Farnesyl-transferase (FNTA). Drug target pathway is Other.
The mutations of the cell line are ERBB4, GNAS, NOTCH1, SDHA, SPEN, WT1.
Drug Sensitivity: ?",Resistant,
ACH-000105,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is KIN001-244. The drug SMILES structure is C1=CC=C(C=C1)[C@H](COC2=CC3=C(C=C2)NC(=O)N3)NC(=O)C4=CC=CN(C4=O)CC5=CC(=C(C=C5)F)F. Drug target is PDK1. Drug target pathway is Other, kinases.
The mutations of the cell line are ERBB4, GNAS, NOTCH1, SDHA, SPEN, WT1.
Drug Sensitivity: ?",Resistant,
